eBird.Code,eBird.English.Name.2023,eBird.Scientific.Name.2023,Order,Family
orfscr1,Orange-footed Megapode,Megapodius reinwardt,Galliformes,Megapodiidae (Megapodes)
placha,Plain Chachalaca,Ortalis vetula,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
grhcha1,Gray-headed Chachalaca,Ortalis cinereiceps,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
chwcha1,Chestnut-winged Chachalaca,Ortalis garrula,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
ruvcha1,Rufous-vented Chachalaca,Ortalis ruficauda,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
ruhcha1,Rufous-headed Chachalaca,Ortalis erythroptera,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
rubcha1,Rufous-bellied Chachalaca,Ortalis wagleri,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
wemcha1,West Mexican Chachalaca,Ortalis poliocephala,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
chacha1,Chaco Chachalaca,Ortalis canicollis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
whbcha1,White-bellied Chachalaca,Ortalis leucogastra,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
colcha1,Colombian Chachalaca,Ortalis columbiana,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
specha3,Speckled Chachalaca,Ortalis guttata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
specha2,East Brazilian Chachalaca,Ortalis araucuan,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
specha4,Scaled Chachalaca,Ortalis squamata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
varcha1,Variable Chachalaca,Ortalis motmot,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
varcha3,Chestnut-headed Chachalaca,Ortalis ruficeps,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
bubcha1,Buff-browed Chachalaca,Ortalis superciliaris,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
batgua1,Band-tailed Guan,Penelope argyrotis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
beagua1,Bearded Guan,Penelope barbata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
baugua1,Baudo Guan,Penelope ortoni,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
andgua1,Andean Guan,Penelope montagnii,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
margua1,Marail Guan,Penelope marail,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
rumgua1,Rusty-margined Guan,Penelope superciliaris,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
refgua1,Red-faced Guan,Penelope dabbenei,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
spigua1,Spix's Guan,Penelope jacquacu,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
cregua1,Crested Guan,Penelope purpurascens,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
caugua1,Cauca Guan,Penelope perspicax,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
whwgua1,White-winged Guan,Penelope albipennis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
dulgua1,Dusky-legged Guan,Penelope obscura,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
dulgua3,Yungas Guan,Penelope bridgesi,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
whcgua1,White-crested Guan,Penelope pileata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
chbgua1,Chestnut-bellied Guan,Penelope ochrogaster,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
whbgua1,White-browed Guan,Penelope jacucaca,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
trpgua1,Trinidad Piping-Guan,Pipile pipile,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
butpig1,Blue-throated Piping-Guan,Pipile cumanensis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
butpig2,White-throated Piping-Guan,Pipile grayi,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
rtpgua1,Red-throated Piping-Guan,Pipile cujubi,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
bfpgua1,Black-fronted Piping-Guan,Pipile jacutinga,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
watgua1,Wattled Guan,Aburria aburri,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
blagua1,Black Guan,Chamaepetes unicolor,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
siwgua1,Sickle-winged Guan,Chamaepetes goudotii,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
higgua1,Highland Guan,Penelopina nigra,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
horgua1,Horned Guan,Oreophasis derbianus,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
noccur1,Nocturnal Curassow,Nothocrax urumutum,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
crecur2,Crestless Curassow,Mitu tomentosum,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
salcur1,Salvin's Curassow,Mitu salvini,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
rabcur2,Razor-billed Curassow,Mitu tuberosum,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
alacur1,Alagoas Curassow,Mitu mitu,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
helcur1,Helmeted Curassow,Pauxi pauxi,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
horcur2,Sira Curassow,Pauxi koepckeae,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
horcur3,Horned Curassow,Pauxi unicornis,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
grecur1,Great Curassow,Crax rubra,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
bubcur1,Blue-billed Curassow,Crax alberti,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
yekcur1,Yellow-knobbed Curassow,Crax daubentoni,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
blacur1,Black Curassow,Crax alector,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
watcur1,Wattled Curassow,Crax globulosa,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
bafcur1,Bare-faced Curassow,Crax fasciolata,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
rebcur1,Red-billed Curassow,Crax blumenbachii,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)"
helgui,Helmeted Guineafowl,Numida meleagris,Galliformes,Numididae (Guineafowl)
whbgui1,White-breasted Guineafowl,Agelastes meleagrides,Galliformes,Numididae (Guineafowl)
blagui1,Black Guineafowl,Agelastes niger,Galliformes,Numididae (Guineafowl)
vulgui1,Vulturine Guineafowl,Acryllium vulturinum,Galliformes,Numididae (Guineafowl)
plugui1,Plumed Guineafowl,Guttera plumifera,Galliformes,Numididae (Guineafowl)
cregui3,Eastern Crested Guineafowl,Guttera pucherani,Galliformes,Numididae (Guineafowl)
cregui2,Western Crested Guineafowl,Guttera verreauxi,Galliformes,Numididae (Guineafowl)
cregui4,Southern Crested Guineafowl,Guttera edouardi,Galliformes,Numididae (Guineafowl)
stopar1,Stone Partridge,Ptilopachus petrosus,Galliformes,Odontophoridae (New World Quail)
nahfra2,Nahan's Partridge,Ptilopachus nahani,Galliformes,Odontophoridae (New World Quail)
tafqua1,Tawny-faced Quail,Rhynchortyx cinctus,Galliformes,Odontophoridae (New World Quail)
mouqua,Mountain Quail,Oreortyx pictus,Galliformes,Odontophoridae (New World Quail)
bcwpar1,Buffy-crowned Wood-Partridge,Dendrortyx leucophrys,Galliformes,Odontophoridae (New World Quail)
ltwpar1,Long-tailed Wood-Partridge,Dendrortyx macroura,Galliformes,Odontophoridae (New World Quail)
bewpar1,Bearded Wood-Partridge,Dendrortyx barbatus,Galliformes,Odontophoridae (New World Quail)
banqua1,Banded Quail,Philortyx fasciatus,Galliformes,Odontophoridae (New World Quail)
norbob,Northern Bobwhite,Colinus virginianus,Galliformes,Odontophoridae (New World Quail)
bltbob1,Black-throated Bobwhite,Colinus nigrogularis,Galliformes,Odontophoridae (New World Quail)
crebob1,Crested Bobwhite,Colinus cristatus,Galliformes,Odontophoridae (New World Quail)
scaqua,Scaled Quail,Callipepla squamata,Galliformes,Odontophoridae (New World Quail)
elequa,Elegant Quail,Callipepla douglasii,Galliformes,Odontophoridae (New World Quail)
calqua,California Quail,Callipepla californica,Galliformes,Odontophoridae (New World Quail)
gamqua,Gambel's Quail,Callipepla gambelii,Galliformes,Odontophoridae (New World Quail)
monqua,Montezuma Quail,Cyrtonyx montezumae,Galliformes,Odontophoridae (New World Quail)
ocequa1,Ocellated Quail,Cyrtonyx ocellatus,Galliformes,Odontophoridae (New World Quail)
sinqua1,Singing Quail,Dactylortyx thoracicus,Galliformes,Odontophoridae (New World Quail)
mawqua1,Marbled Wood-Quail,Odontophorus gujanensis,Galliformes,Odontophoridae (New World Quail)
swwqua1,Spot-winged Wood-Quail,Odontophorus capueira,Galliformes,Odontophoridae (New World Quail)
bewqua1,Black-eared Wood-Quail,Odontophorus melanotis,Galliformes,Odontophoridae (New World Quail)
bfwqua1,Black-fronted Wood-Quail,Odontophorus atrifrons,Galliformes,Odontophoridae (New World Quail)
rfwqua1,Rufous-fronted Wood-Quail,Odontophorus erythrops,Galliformes,Odontophoridae (New World Quail)
chwqua1,Chestnut Wood-Quail,Odontophorus hyperythrus,Galliformes,Odontophoridae (New World Quail)
dbwqua1,Dark-backed Wood-Quail,Odontophorus melanonotus,Galliformes,Odontophoridae (New World Quail)
rbwqua1,Rufous-breasted Wood-Quail,Odontophorus speciosus,Galliformes,Odontophoridae (New World Quail)
tawqua1,Tacarcuna Wood-Quail,Odontophorus dialeucos,Galliformes,Odontophoridae (New World Quail)
gowqua1,Gorgeted Wood-Quail,Odontophorus strophium,Galliformes,Odontophoridae (New World Quail)
venwoq1,Venezuelan Wood-Quail,Odontophorus columbianus,Galliformes,Odontophoridae (New World Quail)
bbwqua1,Black-breasted Wood-Quail,Odontophorus leucolaemus,Galliformes,Odontophoridae (New World Quail)
sfwqua1,Stripe-faced Wood-Quail,Odontophorus balliviani,Galliformes,Odontophoridae (New World Quail)
stwqua1,Starred Wood-Quail,Odontophorus stellatus,Galliformes,Odontophoridae (New World Quail)
spwqua1,Spotted Wood-Quail,Odontophorus guttatus,Galliformes,Odontophoridae (New World Quail)
udzpar1,Udzungwa Partridge,Xenoperdix udzungwensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
ferpar2,Ferruginous Partridge,Caloperdix oculeus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
crepar1,Crested Partridge,Rollulus rouloul,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
blapar2,Black Partridge,Melanoperdix niger,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
hilpar1,Hill Partridge,Arborophila torqueola,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
sicpar1,Sichuan Partridge,Arborophila rufipectus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
chbpar2,Chestnut-breasted Partridge,Arborophila mandellii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
whnpar2,White-necklaced Partridge,Arborophila gingica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
rutpar1,Rufous-throated Partridge,Arborophila rufogularis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
rebpar3,Red-billed Partridge,Arborophila rubrirostris,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
chhpar1,Chestnut-headed Partridge,Arborophila cambodiana,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
haipar1,Hainan Partridge,Arborophila ardens,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
taipar1,Taiwan Partridge,Arborophila crudigularis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
whcpar1,White-cheeked Partridge,Arborophila atrogularis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
babpar1,Bar-backed Partridge,Arborophila brunneopectus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
ornpar1,Orange-necked Partridge,Arborophila davidi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
rebpar5,Red-breasted Partridge,Arborophila hyperythra,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
gybpar3,Malayan Partridge,Arborophila campbelli,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
gybpar5,Roll's Partridge,Arborophila rolli,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
gybpar6,Sumatran Partridge,Arborophila sumatrana,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
chbpar1,Chestnut-bellied Partridge,Arborophila javanica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
gybpar4,Gray-breasted Partridge,Arborophila orientalis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
snopar1,Snow Partridge,Lerwa lerwa,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
blophe1,Blood Pheasant,Ithaginis cruentus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
westra1,Western Tragopan,Tragopan melanocephalus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
sattra1,Satyr Tragopan,Tragopan satyra,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
blytra1,Blyth's Tragopan,Tragopan blythii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
temtra1,Temminck's Tragopan,Tragopan temminckii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
cabtra1,Cabot's Tragopan,Tragopan caboti,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
verpar1,Chestnut-throated Monal-Partridge,Tetraophasis obscurus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
szepar1,Buff-throated Monal-Partridge,Tetraophasis szechenyii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
himmon1,Himalayan Monal,Lophophorus impejanus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
sclmon1,Sclater's Monal,Lophophorus sclateri,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
chimon1,Chinese Monal,Lophophorus lhuysii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
kokphe1,Koklass Pheasant,Pucrasia macrolopha,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
wiltur,Wild Turkey,Meleagris gallopavo,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
ocetur1,Ocellated Turkey,Meleagris ocellata,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
rufgro,Ruffed Grouse,Bonasa umbellus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
hazgro1,Hazel Grouse,Tetrastes bonasia,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
sevgro1,Severtzov's Grouse,Tetrastes sewerzowi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
saggro,Greater Sage-Grouse,Centrocercus urophasianus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
gusgro,Gunnison Sage-Grouse,Centrocercus minimus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
dusgro,Dusky Grouse,Dendragapus obscurus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
soogro1,Sooty Grouse,Dendragapus fuliginosus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
shtgro,Sharp-tailed Grouse,Tympanuchus phasianellus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
grpchi,Greater Prairie-Chicken,Tympanuchus cupido,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
lepchi,Lesser Prairie-Chicken,Tympanuchus pallidicinctus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
whtpta1,White-tailed Ptarmigan,Lagopus leucura,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
wilpta,Willow Ptarmigan,Lagopus lagopus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
rocpta1,Rock Ptarmigan,Lagopus muta,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
sibgro2,Siberian Grouse,Falcipennis falcipennis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
sprgro,Spruce Grouse,Canachites canadensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
blbcap1,Black-billed Capercaillie,Tetrao urogalloides,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
wescap1,Western Capercaillie,Tetrao urogallus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
blagro1,Black Grouse,Lyrurus tetrix,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
caugro1,Caucasian Grouse,Lyrurus mlokosiewiczi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
lobpar3,Long-billed Partridge,Rhizothera longirostris,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
lobpar2,Dulit Partridge,Rhizothera dulitensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
tibpar1,Tibetan Partridge,Perdix hodgsoniae,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
grypar,Gray Partridge,Perdix perdix,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
daupar1,Daurian Partridge,Perdix dauurica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
copphe1,Copper Pheasant,Syrmaticus soemmerringii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
reephe1,Reeves's Pheasant,Syrmaticus reevesii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
mikphe1,Mikado Pheasant,Syrmaticus mikado,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
ellphe1,Elliot's Pheasant,Syrmaticus ellioti,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
humphe1,Mrs. Hume's Pheasant,Syrmaticus humiae,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
golphe,Golden Pheasant,Chrysolophus pictus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
laaphe1,Lady Amherst's Pheasant,Chrysolophus amherstiae,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
rinphe1,Ring-necked Pheasant,Phasianus colchicus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
rinphe2,Green Pheasant,Phasianus versicolor,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
chephe1,Cheer Pheasant,Catreus wallichii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
whieap2,Tibetan Eared-Pheasant,Crossoptilon harmani,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
whieap1,White Eared-Pheasant,Crossoptilon crossoptilon,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
brephe1,Brown Eared-Pheasant,Crossoptilon mantchuricum,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
blephe1,Blue Eared-Pheasant,Crossoptilon auritum,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
edwphe1,Edwards's Pheasant,Lophura edwardsi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
swiphe1,Swinhoe's Pheasant,Lophura swinhoii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
bulphe1,Bulwer's Pheasant,Lophura bulweri,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
kalphe,Kalij Pheasant,Lophura leucomelanos,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
silphe,Silver Pheasant,Lophura nycthemera,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
crefir5,Malayan Crestless Fireback,Lophura erythrophthalma,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
crefir6,Bornean Crestless Fireback,Lophura pyronota,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
siafir1,Siamese Fireback,Lophura diardi,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
salphe1,Salvadori's Pheasant,Lophura inornata,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
crefir3,Malayan Crested Fireback,Lophura rufa,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
crefir4,Bornean Crested Fireback,Lophura ignita,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
crearg1,Vietnamese Crested Argus,Rheinardia ocellata,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
crearg3,Malayan Crested Argus,Rheinardia nigrescens,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
grearg1,Great Argus,Argusianus argus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
conpea1,Congo Peacock,Afropavo congensis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
compea,Indian Peafowl,Pavo cristatus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
grepea1,Green Peafowl,Pavo muticus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
scbpar1,Scaly-breasted Partridge,Tropicoperdix chloropus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
chnpar1,Chestnut-necklaced Partridge,Tropicoperdix charltonii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
chnpar3,Sabah Partridge,Tropicoperdix graydoni,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
crhpar1,Crimson-headed Partridge,Haematortyx sanguiniceps,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
redspu1,Red Spurfowl,Galloperdix spadicea,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
paispu1,Painted Spurfowl,Galloperdix lunulata,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
ceyspu1,Sri Lanka Spurfowl,Galloperdix bicalcarata,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
palpep1,Palawan Peacock-Pheasant,Polyplectron napoleonis,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
bopphe1,Bornean Peacock-Pheasant,Polyplectron schleiermacheri,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
mapphe1,Malayan Peacock-Pheasant,Polyplectron malacense,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
gepphe1,Germain's Peacock-Pheasant,Polyplectron germaini,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
grypep3,Hainan Peacock-Pheasant,Polyplectron katsumatae,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
grypep2,Gray Peacock-Pheasant,Polyplectron bicalcaratum,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
mopphe1,Mountain Peacock-Pheasant,Polyplectron inopinatum,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
btpphe1,Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
mobpar1,Mountain Bamboo-Partridge,Bambusicola fytchii,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
chbpar3,Chinese Bamboo-Partridge,Bambusicola thoracicus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
taibap1,Taiwan Bamboo-Partridge,Bambusicola sonorivox,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
grejun1,Green Junglefowl,Gallus varius,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)"
